Attrition_Flag,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Revolving_Bal,Contacts_Count_12_mon,Avg_Utilization_Ratio,Total_Trans_Amt,Months_Inactive_12_mon,Total_Relationship_Count,Total_Amt_Chng_Q4_Q1
1,93,0.938,0,1,0.0,4625,2,2,0.773
0,57,0.839,0,3,0.0,2464,3,2,0.488
1,81,0.884,0,3,0.0,4129,2,1,0.808
1,86,0.72,1343,2,0.517,4692,1,1,0.637
1,82,0.864,1600,2,0.288,5344,1,1,0.716
1,85,0.7,1080,3,0.143,5010,1,1,0.561
1,81,0.841,0,2,0.0,4931,1,1,0.661
1,89,0.712,2517,3,0.867,4503,2,2,0.586
1,75,0.786,1962,1,0.733,5020,1,2,0.668
1,82,0.64,680,1,0.117,5027,1,2,0.708
1,76,1.235,2157,3,0.809,4249,3,2,0.637
1,78,0.773,1780,1,0.76,5167,3,2,0.792
1,80,0.778,1879,2,0.68,4660,1,1,0.701
1,88,0.725,0,3,0.0,4755,2,2,0.886
1,78,0.857,2216,3,0.797,4980,3,1,0.826
0,37,0.321,2024,2,0.906,2313,2,2,0.717
0,54,0.588,0,2,0.0,2549,2,2,0.683
0,39,0.444,2246,3,0.404,2299,2,6,0.518
1,90,0.765,0,3,0.0,4504,3,2,0.782
0,38,0.357,0,2,0.0,2191,2,5,0.41
1,73,1.028,1973,1,0.648,4747,1,1,0.946
1,74,0.897,585,1,0.069,4245,3,1,0.624
0,56,0.75,0,3,0.0,2549,2,4,0.748
0,51,0.5,0,2,0.0,2387,3,1,0.544
0,47,0.382,0,3,0.0,2919,2,2,0.902
0,48,0.548,487,3,0.041,2532,2,4,0.772
1,78,0.592,0,3,0.0,4853,2,2,0.61
1,77,0.925,1544,3,0.147,4042,3,1,0.716
0,38,0.407,1323,3,0.61,2499,2,4,0.687
1,90,0.915,1393,3,0.246,5015,3,2,0.84
1,61,1.346,0,3,0.0,4060,2,1,0.908
1,77,0.75,1479,2,0.69,4404,2,1,0.708
1,72,0.756,1779,1,0.36,4037,3,2,0.536
1,90,0.765,1334,0,0.694,4512,3,1,0.694
1,70,0.628,2055,3,0.685,4662,1,2,0.838
1,78,0.66,1084,1,0.508,4874,1,1,0.767
0,38,0.52,1012,3,0.609,2729,3,5,0.886
0,43,0.536,0,3,0.0,2479,3,6,0.683
1,83,0.729,2386,1,0.9,5329,3,1,0.766
1,67,0.811,1670,3,0.332,4379,2,1,0.787
1,71,0.732,2178,3,0.334,4505,2,2,0.739
1,83,0.886,1488,3,0.634,3977,1,1,0.621
1,86,0.87,1904,3,0.924,4480,2,2,0.786
0,39,0.56,0,2,0.0,1754,2,5,0.6
1,74,0.947,2489,2,0.494,4770,3,1,0.875
1,70,0.75,2041,3,0.7,4272,1,1,0.927
1,87,0.851,0,2,0.0,4698,2,2,0.723
1,77,0.974,2517,3,0.819,4858,3,1,0.841
1,80,0.702,1349,3,0.162,5028,3,2,0.531
1,87,0.706,1049,1,0.375,5758,3,1,0.89
1,76,0.689,1652,3,0.079,4001,2,2,0.523
1,79,0.837,894,3,0.51,4874,3,2,0.691
1,83,0.694,0,1,0.0,5938,1,1,0.856
1,88,0.63,0,2,0.0,5497,3,1,0.706
0,49,0.75,0,3,0.0,2476,3,2,0.717
1,82,0.822,1093,2,0.661,4596,1,2,0.65
1,53,1.12,999,3,0.647,4215,3,1,0.786
1,63,0.465,972,1,0.269,4228,2,1,0.578
1,76,0.854,1064,3,0.31,5110,2,1,0.851
1,91,0.655,622,2,0.104,4637,3,2,0.728
1,83,0.804,1517,1,0.574,4815,3,2,0.721
1,81,0.473,603,1,0.173,4556,2,2,0.692
1,83,0.627,2085,2,0.637,4444,3,1,0.417
1,71,0.732,1462,2,0.484,4509,2,1,0.718
1,79,0.756,0,2,0.0,5047,1,2,0.516
0,40,0.6,0,4,0.0,2641,1,6,0.781
1,68,0.659,1201,2,0.413,4230,2,2,0.729
1,89,0.745,0,3,0.0,5248,3,1,0.593
1,84,0.68,0,2,0.0,3948,1,1,0.587
1,73,0.587,0,3,0.0,4624,3,1,0.677
0,37,0.194,0,2,0.0,2156,2,6,0.496
1,83,0.729,601,1,0.418,4669,1,1,1.0
1,78,0.902,1157,1,0.244,4705,1,2,0.965
1,65,0.625,0,1,0.0,4866,1,2,0.765
1,85,0.809,2500,3,0.482,5012,4,1,0.869
0,44,0.467,0,4,0.0,1757,2,1,0.35
1,82,0.708,0,2,0.0,4874,3,2,0.807
0,44,0.692,1798,3,0.992,2921,4,2,0.735
1,85,1.179,1144,1,0.497,4505,1,2,0.772
1,83,0.886,1432,3,0.105,4534,3,1,0.594
1,59,0.513,0,1,0.0,4010,1,1,0.465
1,88,0.725,1903,3,0.51,4667,1,1,0.915
1,81,0.761,861,2,0.346,4728,3,1,0.566
1,75,0.875,1763,1,0.721,4310,3,1,0.598
0,45,0.552,0,3,0.0,2621,2,5,0.716
1,82,0.745,1025,1,0.463,5084,2,2,0.567
1,80,1.162,787,1,0.435,4882,2,1,0.585
1,89,0.712,0,1,0.0,4546,3,1,0.651
0,43,0.387,1486,3,0.816,2824,2,1,0.827
1,78,0.733,0,3,0.0,4983,3,1,0.75
1,80,0.818,952,3,0.493,3862,3,1,0.67
1,82,0.864,556,2,0.367,4981,3,1,0.622
0,36,0.5,0,1,0.0,2870,2,2,0.801
0,43,0.303,0,2,0.0,2028,2,4,0.482
1,80,0.778,897,1,0.053,4059,3,2,0.767
0,38,0.52,0,3,0.0,2412,1,4,0.703
0,42,0.355,0,3,0.0,2465,3,2,0.577
1,71,0.69,1349,2,0.29,4277,3,1,0.81
0,52,0.625,0,3,0.0,2740,3,2,0.654
1,85,0.667,2054,3,0.675,4833,2,2,0.735
1,82,0.745,913,2,0.198,4952,2,2,0.917
1,96,0.778,461,1,0.167,4244,2,2,0.58
1,93,0.86,0,3,0.0,4751,2,1,0.811
1,60,0.935,1804,2,0.233,4572,2,1,0.942
1,89,0.561,1335,2,0.399,4906,2,1,0.781
1,64,0.488,1427,3,0.041,3699,1,1,0.706
1,86,0.792,2201,3,0.766,4779,1,2,0.718
1,83,0.694,2100,2,0.725,4614,1,1,0.728
1,73,0.738,1764,3,0.19,4531,1,1,1.026
1,84,0.556,727,2,0.077,3415,2,1,0.533
1,81,0.723,847,3,0.091,4121,3,2,0.765
1,51,0.962,1656,3,0.222,3339,1,2,0.6
0,44,0.833,0,2,0.0,2216,3,2,0.583
1,68,0.581,1952,1,0.195,4431,2,2,0.699
1,80,0.86,1081,1,0.461,3889,2,1,0.619
1,78,0.857,1734,1,0.564,4540,3,2,0.754
1,87,0.812,1430,1,0.735,4643,3,2,0.564
0,48,0.455,0,3,0.0,2253,5,1,0.624
0,48,0.778,0,3,0.0,2418,3,2,0.663
0,39,0.5,0,4,0.0,1664,2,5,0.2
0,32,0.0,2517,5,0.779,1339,2,2,0.0
1,67,0.634,1168,1,0.669,4562,3,1,0.701
1,82,1.0,1197,1,0.323,5557,3,1,0.824
1,93,0.788,2057,3,0.952,4518,1,2,0.858
1,88,0.66,892,3,0.62,4426,2,1,0.79
1,77,0.925,1423,1,0.539,4153,2,1,0.551
1,79,0.881,1433,3,0.14,4493,1,1,0.64
1,83,0.804,0,3,0.0,4803,1,2,0.812
1,70,0.75,1099,3,0.539,4784,3,1,0.809
1,75,0.63,0,1,0.0,5104,2,2,0.57
0,38,0.407,1030,5,0.716,1985,3,5,0.609
1,69,0.643,2051,1,0.253,3719,3,2,0.999
1,71,0.972,970,1,0.09,4939,3,1,0.645
0,41,0.64,357,1,0.124,2629,3,2,0.869
0,41,0.577,0,2,0.0,2138,3,4,0.424
0,43,0.593,0,2,0.0,2120,3,6,0.618
1,85,0.735,0,3,0.0,5025,2,2,0.729
1,66,0.61,1959,2,0.614,4220,2,2,0.622
0,39,0.444,458,2,0.312,2383,3,2,0.543
1,72,0.714,2517,1,0.817,4317,4,1,0.572
0,57,0.629,2517,6,0.664,2577,2,1,0.512
1,90,0.731,2033,3,0.67,4349,2,1,0.642
1,70,0.892,1044,2,0.199,4938,1,2,0.673
1,63,0.75,0,3,0.0,4918,2,1,0.962
0,41,0.323,0,1,0.0,2660,2,2,0.856
1,82,0.952,0,1,0.0,4570,3,2,0.73
1,86,0.72,1587,1,0.073,4410,2,1,0.605
0,60,0.875,0,4,0.0,2907,3,2,0.82
0,42,0.448,2517,2,0.642,2115,3,6,0.47
1,64,0.882,0,3,0.0,3332,1,1,0.71
1,84,0.826,0,0,0.0,4769,2,2,0.734
1,83,0.66,2517,3,0.766,4148,1,1,0.586
1,86,0.72,1015,2,0.261,5131,1,2,0.755
0,41,0.464,0,3,0.0,2227,3,4,0.601
1,94,0.649,0,1,0.0,4498,1,2,0.585
1,77,0.604,1752,1,0.616,3738,1,2,0.624
1,65,0.667,0,2,0.0,4401,1,1,0.735
1,77,0.791,2418,2,0.559,4588,1,2,0.796
0,46,0.314,0,2,0.0,2055,3,1,0.453
1,89,0.816,1539,3,0.581,4926,2,1,0.94
1,85,0.735,1441,3,0.554,4838,2,2,0.704
1,70,0.628,0,2,0.0,4934,3,1,0.835
1,77,0.833,1134,2,0.6,5255,2,1,0.636
0,49,0.531,2450,3,0.85,2450,3,2,0.629
1,81,1.025,1896,2,0.671,3891,2,2,0.739
1,77,1.026,2517,2,0.615,4175,3,1,0.57
0,35,0.25,0,3,0.0,2312,2,1,0.713
1,76,0.767,0,2,0.0,4511,3,2,0.665
1,82,0.673,1313,2,0.595,4904,2,1,0.929
1,84,0.867,2150,2,0.744,4377,1,1,0.657
1,75,1.027,2290,3,0.22,4871,1,1,1.122
1,85,0.667,1876,2,0.794,4984,1,2,0.795
0,34,0.097,860,3,0.274,1618,2,4,0.304
0,40,0.429,0,3,0.0,2520,3,5,0.707
1,82,0.745,2517,3,0.836,5329,2,2,0.735
1,77,0.711,2517,1,0.495,4682,2,1,0.765
1,66,0.737,1202,1,0.624,4343,3,1,0.518
1,83,0.66,2055,2,0.284,5051,1,2,0.703
1,81,0.761,953,2,0.462,4304,1,1,0.868
1,78,1.0,1233,2,0.223,5270,3,4,0.859
1,68,0.889,1882,1,0.493,4533,3,4,0.809
1,76,0.767,1127,3,0.426,4251,2,2,0.623
1,75,1.083,0,2,0.0,4443,3,4,1.011
1,85,0.889,1427,2,0.408,4466,2,4,0.563
1,66,0.535,0,1,0.0,4347,1,3,0.528
0,52,0.576,0,4,0.0,2618,3,3,0.896
1,79,0.795,0,1,0.0,4986,1,6,0.879
0,41,0.464,0,3,0.0,2361,6,3,0.426
1,69,0.533,0,2,0.0,4146,3,4,0.658
0,43,0.303,897,1,0.059,2315,2,6,0.494
1,53,0.828,2039,3,0.412,4026,2,2,0.68
1,60,0.5,1333,3,0.06,5002,3,6,0.463
1,91,0.784,0,3,0.0,5176,3,5,0.691
1,80,0.778,1163,1,0.521,4185,2,2,0.557
1,76,0.617,0,3,0.0,4643,5,1,0.769
1,85,0.604,1149,1,0.303,4455,1,2,0.597
1,66,0.737,1429,3,0.224,4069,2,1,0.682
0,49,0.485,568,4,0.057,2053,4,1,0.52
0,37,0.423,0,4,0.0,2264,4,2,0.859
1,69,0.643,1514,1,0.592,4117,3,2,0.57
1,70,0.667,1198,3,0.035,4826,2,1,0.615
1,96,0.778,0,1,0.0,4897,2,2,0.824
1,73,0.872,1675,3,0.677,4203,2,1,0.648
1,84,0.826,1680,1,0.418,3776,3,2,0.579
1,77,0.75,941,3,0.268,4833,2,1,0.717
0,47,0.621,1900,3,0.81,2447,3,4,0.845
0,47,0.424,0,4,0.0,2509,3,1,0.621
0,36,0.8,0,4,0.0,2241,2,4,0.482
1,79,0.795,1528,1,0.733,3805,1,2,0.664
1,78,0.592,1448,1,0.381,4575,1,1,0.565
0,49,1.042,2517,3,0.795,2751,2,2,0.748
1,92,0.736,2327,2,0.503,4226,3,2,0.611
1,81,0.723,1981,2,0.879,4758,2,2,0.55
0,49,0.485,2283,3,0.86,2386,2,1,0.751
1,76,0.767,1525,2,0.073,4765,3,1,0.828
1,76,0.9,706,3,0.214,4772,1,1,0.814
1,72,0.674,0,2,0.0,4289,1,2,0.77
1,76,0.49,1339,3,0.158,4070,2,1,0.668
1,80,0.778,1342,2,0.645,4428,3,2,1.06
1,86,0.911,0,3,0.0,4583,1,2,0.709
1,81,0.841,0,1,0.0,4722,5,2,0.895
1,75,0.596,1405,2,0.411,4267,3,1,0.843
1,70,1.0,1109,2,0.325,4614,1,2,0.783
1,88,0.833,1043,1,0.48,4531,1,2,0.7
1,83,0.66,1550,2,0.555,5440,2,2,0.672
1,87,0.776,1080,1,0.243,5373,2,1,0.84
1,84,0.68,0,2,0.0,5138,2,2,0.642
1,84,0.909,0,1,0.0,5014,1,2,0.885
1,79,0.881,0,3,0.0,4188,1,1,0.57
1,81,0.976,1172,0,0.308,4314,1,2,0.9
1,78,0.696,2149,3,0.611,3630,3,1,0.539
0,47,0.516,0,3,0.0,2264,3,1,0.644
0,43,0.483,351,3,0.215,2532,4,6,0.721
1,64,0.73,1683,2,0.43,4242,3,1,0.636
1,89,0.935,1953,3,0.839,4373,2,1,0.599
1,41,1.05,2517,3,0.073,2051,3,1,0.434
1,90,0.8,847,3,0.218,4667,2,2,0.951
0,44,0.692,819,3,0.569,2488,3,5,0.786
1,95,0.638,2517,3,0.779,4526,4,1,0.622
1,77,0.833,1776,3,0.577,5097,1,2,0.973
1,56,0.931,1288,2,0.501,4126,1,2,1.009
1,81,0.761,2238,3,0.495,4686,1,1,0.625
0,31,0.409,0,3,0.0,2595,2,2,0.568
1,70,0.489,1928,3,0.768,4943,3,2,1.043
0,43,0.433,191,4,0.079,2478,3,1,0.818
0,43,0.433,0,2,0.0,2752,1,2,0.882
1,85,0.635,2139,1,0.702,4961,3,2,0.842
0,61,0.848,965,5,0.127,2599,6,5,0.709
1,78,0.857,924,1,0.159,5674,2,1,0.86
1,84,0.826,642,3,0.446,4894,1,2,0.563
1,83,0.766,1817,2,0.606,5119,3,2,0.678
1,76,0.9,1309,2,0.91,5066,1,1,0.842
1,78,0.773,0,3,0.0,4445,3,2,0.926
0,52,0.3,0,3,0.0,2811,3,2,0.526
1,66,0.65,1701,2,0.354,4821,2,2,0.532
1,88,0.66,651,1,0.287,5016,3,2,0.717
1,81,1.077,468,1,0.325,4425,1,2,0.747
1,76,0.949,1375,2,0.168,4727,1,2,0.915
1,86,0.792,0,2,0.0,4207,3,2,0.563
1,83,0.886,1594,2,0.391,4317,3,1,0.678
1,73,0.921,0,3,0.0,4794,1,2,1.05
1,78,0.66,0,1,0.0,4775,1,2,0.792
1,68,0.619,1506,2,0.948,4660,2,2,0.615
1,89,0.745,0,2,0.0,4643,3,2,0.913
1,79,0.756,0,2,0.0,5473,3,2,0.916
1,72,0.946,1513,3,0.134,5157,2,2,0.672
0,46,0.643,2517,3,0.734,2639,3,2,0.869
1,81,0.688,1345,2,0.765,4351,3,1,0.61
0,44,0.63,0,3,0.0,2718,2,4,0.903
1,83,0.93,1493,2,0.208,5063,1,1,0.665
0,40,0.429,0,3,0.0,2140,4,1,0.376
0,49,0.361,0,5,0.0,2389,3,2,0.713
1,73,0.738,1802,2,0.978,5199,3,1,0.762
1,89,0.712,1218,1,0.558,4997,3,2,0.758
0,41,0.367,0,5,0.0,2607,3,4,0.618
1,85,0.977,0,2,0.0,4894,2,2,0.63
1,58,0.657,865,1,0.053,3761,3,2,0.623
1,69,0.643,1316,1,0.038,3863,1,1,0.569
1,75,0.471,1729,3,0.406,3607,2,1,0.55
1,82,0.745,0,2,0.0,5045,3,2,0.707
1,89,0.978,2214,2,0.731,4750,3,1,0.7
1,86,0.654,1306,3,0.144,4378,2,2,0.743
1,80,0.739,2349,1,0.708,4905,2,1,0.883
0,36,0.5,0,3,0.0,2771,3,6,0.735
1,91,0.655,771,2,0.476,4387,3,1,0.675
1,71,0.651,0,1,0.0,4731,5,1,0.762
1,84,0.68,2517,3,0.725,4520,2,1,0.75
1,94,0.593,1466,3,0.134,4892,2,2,0.802
1,63,0.5,1083,1,0.042,4302,3,2,0.757
0,50,1.083,2517,4,0.591,2828,4,1,0.703
1,74,0.682,0,3,0.0,4486,3,2,0.506
1,85,0.848,1411,3,0.284,4182,1,1,0.652
1,86,0.686,0,2,0.0,4528,3,2,0.761
1,64,0.778,801,1,0.557,4386,2,2,1.155
1,96,0.714,756,1,0.224,4501,3,2,0.446
1,81,0.5,1637,0,0.23,4758,3,1,0.699
1,73,0.698,0,3,0.0,4401,2,2,0.697
1,77,0.638,0,1,0.0,4462,1,2,0.712
1,78,0.773,1461,3,0.597,4610,2,1,0.86
0,35,0.296,0,3,0.0,2661,3,2,0.825
1,72,0.756,1660,1,0.552,4586,1,2,0.88
1,95,0.696,841,2,0.414,4360,3,1,0.717
1,78,0.733,1643,2,0.68,5063,3,2,0.964
0,45,0.552,0,3,0.0,2137,2,2,0.588
1,68,0.619,1336,3,0.38,3552,1,2,0.506
1,68,0.838,0,1,0.0,4258,1,2,0.51
1,79,0.612,1314,3,0.709,5331,1,2,0.925
1,69,0.725,0,2,0.0,3722,3,2,0.537
0,40,0.429,0,3,0.0,2472,3,2,0.736
1,63,0.432,1158,2,0.567,3588,2,1,0.563
1,81,1.025,0,1,0.0,5013,2,2,0.74
1,54,0.862,985,2,0.627,4148,3,1,0.745
1,90,0.667,1937,1,0.608,5111,3,2,0.77
1,91,0.82,2421,1,0.326,4636,1,2,0.701
1,63,0.615,0,2,0.0,4265,1,2,0.682
1,70,0.591,0,3,0.0,5472,3,1,0.559
1,82,0.907,1194,2,0.557,4684,1,1,0.49
1,89,0.854,1484,3,0.173,4195,3,2,0.807
1,89,0.679,0,0,0.0,5200,2,1,0.751
1,91,0.685,0,3,0.0,4783,3,1,0.861
1,87,0.776,2517,1,0.894,4817,3,1,0.742
0,48,0.714,330,4,0.031,2585,5,5,0.823
0,45,0.607,1166,3,0.492,2164,6,6,0.562
0,61,0.694,0,4,0.0,2475,3,1,0.676
0,63,0.575,0,3,0.0,2516,2,4,0.721
1,86,0.911,1272,3,0.541,4647,2,2,0.873
0,57,0.541,1614,5,0.6,2272,3,5,0.513
1,71,0.614,1889,1,0.261,4653,1,1,0.661
1,71,0.614,1822,1,0.574,4883,1,1,0.801
1,77,0.791,1392,1,0.482,4233,3,2,0.736
0,44,0.419,0,4,0.0,2135,3,2,0.561
1,47,0.567,1594,2,0.607,2480,2,2,0.544
1,87,0.611,0,1,0.0,5402,1,1,0.618
1,75,0.786,2145,2,0.665,5066,2,1,0.644
1,81,0.8,1841,3,0.537,4268,1,1,0.734
1,78,0.66,785,2,0.361,3890,3,2,0.657
1,92,0.804,0,1,0.0,4935,3,2,0.806
1,72,0.636,1347,1,0.608,4656,3,1,0.655
1,87,0.582,1595,3,0.567,4766,2,2,0.658
1,78,0.592,1013,2,0.146,4097,2,2,0.552
1,85,0.771,0,3,0.0,5022,1,2,0.797
1,83,0.804,1160,3,0.366,4163,2,2,0.588
0,29,0.318,1012,4,0.413,2398,2,2,0.46
1,85,0.771,0,2,0.0,4644,1,2,0.536
1,86,0.593,723,1,0.493,5110,3,1,0.793
1,85,0.771,2362,3,0.973,4663,3,1,0.67
1,78,0.95,1861,3,0.103,4740,3,1,0.791
1,95,0.557,1538,3,0.338,4999,2,2,0.514
1,79,0.612,1896,3,0.642,4644,3,1,0.81
0,48,0.846,0,3,0.0,2596,2,1,0.714
1,73,0.872,0,2,0.0,5750,3,1,0.731
1,83,0.976,1255,1,0.598,4189,2,1,0.61
1,80,0.667,989,1,0.499,5065,1,1,0.726
1,75,0.974,1539,2,0.696,4937,1,1,0.843
1,83,0.976,1007,3,0.128,4844,1,1,0.726
1,95,0.759,1687,2,0.506,5577,3,2,0.645
1,68,0.7,1398,3,0.81,5228,3,2,1.009
1,92,0.804,1523,3,0.522,4878,6,1,0.724
0,44,0.63,1348,4,0.446,2219,3,6,0.358
1,80,0.778,1545,2,0.807,3911,2,2,0.775
1,84,0.68,2098,3,0.43,5021,3,2,0.665
1,76,0.617,1542,2,0.746,4887,1,2,0.71
1,69,0.643,1115,3,0.515,4341,3,2,0.624
1,60,0.714,1835,2,0.294,4042,3,2,0.644
1,81,0.929,0,1,0.0,4838,2,2,0.532
1,80,1.0,1591,1,0.337,4598,1,1,0.927
1,77,1.081,1265,0,0.556,5626,2,2,0.755
1,78,0.529,1169,2,0.813,4429,1,2,0.558
1,86,0.755,1039,3,0.282,4684,3,1,0.595
1,88,0.833,1303,2,0.479,4488,3,2,0.391
1,54,0.421,2045,3,0.059,4081,1,1,0.59
1,71,0.651,1499,3,0.723,4091,3,2,0.598
1,87,0.776,1512,3,0.237,4985,1,1,0.558
1,81,0.8,2302,2,0.845,4714,3,2,0.876
1,64,0.561,1999,3,0.747,4138,2,1,0.679
1,83,0.804,0,1,0.0,4246,3,1,0.887
1,56,0.867,0,1,0.0,4738,2,2,0.929
1,73,0.78,1807,2,0.636,4144,2,1,0.573
1,76,0.854,1777,3,0.971,5271,2,2,0.639
1,82,0.822,1204,3,0.51,3696,1,2,0.539
1,91,0.82,1882,2,0.506,4667,3,2,0.796
0,42,0.355,0,4,0.0,1988,3,2,0.315
1,83,0.627,1195,1,0.522,4955,1,2,0.651
1,69,0.865,0,3,0.0,4139,3,2,0.919
1,85,0.932,894,1,0.622,4687,2,2,0.762
1,67,0.718,1372,3,0.603,4159,3,1,0.564
1,87,0.706,1108,3,0.271,5244,3,2,0.774
1,80,0.778,1570,3,0.413,4512,3,2,0.916
1,80,0.667,822,1,0.462,4189,2,1,0.68
0,41,0.367,2426,0,0.831,2750,3,2,0.983
0,49,0.75,0,3,0.0,2870,3,5,0.612
1,80,0.702,1685,3,0.416,3908,3,1,0.597
1,86,0.623,1162,2,0.808,4598,3,2,0.539
1,90,0.765,2025,3,0.186,4957,2,1,0.753
1,67,0.763,2006,2,0.581,4097,1,2,0.555
1,77,0.674,2171,2,0.105,4754,2,2,0.842
1,69,0.533,1568,1,0.632,4466,3,1,0.537
1,71,0.69,2050,3,0.849,4479,3,1,0.499
1,85,0.7,0,0,0.0,4641,3,1,0.566
1,67,0.396,1574,2,0.207,4240,2,1,0.605
1,94,0.843,0,3,0.0,5020,2,2,0.62
1,83,0.66,1861,2,0.715,5111,2,2,0.794
1,81,0.884,2517,1,0.959,4378,2,1,0.702
1,53,0.71,0,2,0.0,3459,2,1,0.627
1,82,0.864,0,2,0.0,3763,3,2,0.811
1,85,0.889,1141,2,0.793,4485,3,2,0.69
1,73,0.738,1058,1,0.589,5575,2,1,0.778
1,71,0.69,1127,2,0.583,4833,2,2,0.705
1,87,0.977,0,1,0.0,3906,3,2,0.781
1,90,0.957,1220,1,0.515,5568,1,1,1.04
1,84,0.68,541,1,0.096,4633,2,2,0.742
1,91,0.75,2356,2,0.727,4621,2,1,0.621
1,61,1.033,2517,3,0.828,4608,1,1,0.774
1,77,0.75,683,3,0.186,4835,1,2,0.85
1,79,0.975,0,1,0.0,3912,1,1,0.609
1,63,0.75,2437,1,0.513,3946,3,2,0.601
0,42,0.448,0,3,0.0,2320,3,2,0.726
1,82,0.673,0,3,0.0,5221,1,2,0.986
1,80,0.667,1780,3,0.473,4898,3,2,0.79
0,45,0.667,1573,5,0.286,2416,3,6,0.636
1,90,0.765,747,2,0.21,5152,2,1,0.621
1,91,0.978,2330,1,0.735,5357,3,2,0.858
1,86,0.792,1601,1,0.65,4739,3,2,0.649
1,76,1.0,1504,1,0.439,4015,3,2,0.601
1,71,0.919,1578,0,0.781,5298,1,2,0.761
1,61,0.794,1313,2,0.537,4609,5,1,0.689
1,82,0.822,1158,2,0.421,4861,3,1,0.821
1,81,0.8,2359,3,0.262,4552,3,2,0.895
1,88,0.725,1663,2,0.789,4841,2,2,0.712
1,90,0.8,1074,1,0.529,4802,2,2,0.514
1,75,0.923,0,2,0.0,4520,3,2,0.665
1,88,0.63,0,3,0.0,4793,3,1,0.898
1,74,0.762,0,0,0.0,4530,4,2,0.616
1,82,0.783,0,3,0.0,4961,3,2,0.825
1,67,0.558,1787,2,0.568,4758,3,2,0.685
1,85,0.7,1851,3,0.679,4904,2,2,0.687
1,78,0.857,994,3,0.53,4194,2,2,0.713
0,42,0.448,2517,5,0.353,2305,3,2,0.631
1,80,0.702,587,2,0.174,5121,3,2,0.67
1,81,0.8,1057,2,0.377,5033,6,1,0.576
1,82,0.907,0,2,0.0,4797,1,2,0.488
0,51,0.821,0,6,0.0,3607,3,2,0.725
1,81,0.688,1892,1,0.658,4577,4,1,0.75
1,87,0.812,0,3,0.0,4753,2,1,0.655
1,65,0.757,2517,3,0.882,4971,3,2,0.595
1,89,0.712,1419,2,0.596,4563,2,2,0.78
1,74,0.947,1779,1,0.629,4854,3,1,0.883
1,64,0.561,824,3,0.033,3995,3,1,0.691
1,89,0.894,2168,3,0.585,4452,1,1,0.662
0,53,0.71,0,4,0.0,2622,3,6,0.76
1,79,0.837,0,3,0.0,5047,3,2,0.638
1,89,0.894,0,2,0.0,3720,3,1,0.639
1,77,0.925,1765,1,0.689,4515,1,1,0.857
1,75,0.923,1738,0,0.917,4588,3,1,0.647
0,40,0.6,0,5,0.0,2338,2,5,0.691
1,87,0.812,1929,3,0.743,4726,1,1,0.609
0,38,0.652,561,4,0.134,2558,3,2,0.741
1,74,0.805,966,3,0.598,4774,3,2,0.647
1,76,0.854,1738,2,0.263,5022,1,1,0.72
0,43,0.387,0,3,0.0,2037,2,2,0.445
1,73,0.659,1908,2,0.628,5616,1,1,0.758
0,29,0.318,1046,3,0.223,1679,3,1,0.313
1,85,0.771,2222,1,0.501,4460,3,2,0.731
1,77,0.791,0,2,0.0,3881,2,2,0.546
0,38,0.583,681,2,0.473,2527,3,4,0.731
1,86,0.72,1554,3,0.471,4636,2,1,0.605
1,66,1.2,1434,2,0.229,4514,3,1,1.172
1,77,0.75,1775,1,0.317,4325,2,1,0.522
1,76,1.0,1759,2,0.178,4033,1,1,0.785
1,84,0.615,1046,2,0.645,5247,2,2,0.729
1,74,0.762,1173,3,0.509,5106,3,1,0.818
1,79,0.881,2517,2,0.264,4804,3,1,0.669
0,41,0.464,2221,4,0.468,2422,3,1,0.464
1,71,0.821,2147,1,0.678,4674,1,2,0.663
1,84,0.826,1388,3,0.472,5076,1,2,0.69
1,75,1.206,1288,2,0.473,4171,1,1,0.613
1,77,0.638,876,0,0.125,4861,3,2,0.752
1,65,0.806,0,3,0.0,4891,2,1,0.761
1,88,0.63,0,3,0.0,4885,1,1,0.861
0,49,0.581,710,3,0.153,2877,4,2,0.788
1,73,0.659,1134,2,0.033,4520,2,1,0.585
0,40,0.6,261,0,0.168,2424,3,4,0.775
0,39,0.444,2517,2,0.192,2032,2,1,0.426
1,84,0.787,0,3,0.0,5346,2,2,0.739
1,75,0.974,0,2,0.0,4456,6,2,0.726
1,80,0.818,0,1,0.0,4892,2,1,0.592
1,88,0.66,1950,1,0.706,4510,2,1,0.582
1,64,0.882,1103,3,0.514,4711,2,1,0.602
1,71,0.919,1648,3,0.663,4208,3,1,0.595
1,75,0.829,2517,3,0.742,5421,3,2,0.689
1,91,0.517,1747,3,0.519,5657,3,1,0.769
1,86,0.72,1060,1,0.255,4325,3,2,0.544
1,74,0.762,1628,2,0.756,4538,2,2,0.665
1,80,1.051,1784,1,0.712,4504,2,1,0.729
1,60,0.667,1115,3,0.629,3474,1,1,0.686
1,77,1.026,1697,3,0.516,5236,3,1,0.711
1,87,0.776,935,2,0.513,4786,1,1,0.781
1,65,1.031,2517,3,0.073,3990,3,2,0.71
1,69,0.643,2070,3,0.528,4700,1,1,0.76
1,58,0.812,2091,3,0.383,4349,1,1,0.748
0,41,0.464,0,2,0.0,2499,3,4,0.597
0,38,0.267,0,4,0.0,2469,3,1,0.502
1,87,0.977,716,3,0.462,4534,2,2,0.749
